input,cost_algo1,output_algo1,runtime_algo1
"[1, 2, 3]-[3, 1, 2]-[3, 2, 1]",2,"['[(1, 2), (2, 3)]', '[(3, 1), (3, 2)]']",6.645e-05
"[1, 3, 2]-[2, 1, 3]-[2, 3, 1]",2,"['[(1, 3), (3, 2)]', '[(2, 1), (2, 3)]']",6.576e-05
"[1, 3, 2]-[2, 1, 3]-[3, 1, 2]",2,"['[(1, 2), (3, 2)]', '[(1, 3), (2, 1)]']",6.417e-05
"[1, 3, 2]-[2, 1, 3]-[3, 2, 1]",3,"['[(1, 3), (3, 2)]', '[(1, 3), (2, 1)]', '[(2, 1), (3, 2)]']",5.837e-05
"[1, 3, 2]-[2, 3, 1]-[3, 1, 2]",2,"['[(1, 2), (3, 2)]', '[(2, 3), (3, 1)]']",6.211e-05
"[1, 3, 2]-[2, 3, 1]-[3, 2, 1]",2,"['[(1, 3), (3, 2)]', '[(2, 1), (3, 1)]']",6.759e-05
"[1, 3, 2]-[3, 1, 2]-[3, 2, 1]",1,"['[(3, 2)]']",8.266e-05
"[2, 1, 3]-[2, 3, 1]-[3, 1, 2]",2,"['[(2, 1), (2, 3)]', '[(1, 2), (3, 1)]']",6.17e-05
"[2, 1, 3]-[2, 3, 1]-[3, 2, 1]",1,"['[(2, 1)]']",8.066e-05
"[2, 1, 3]-[3, 1, 2]-[3, 2, 1]",2,"['[(1, 3), (2, 1)]', '[(3, 1), (3, 2)]']",6.703e-05
"[2, 3, 1]-[3, 1, 2]-[3, 2, 1]",1,"['[(3, 1)]']",8.28e-05
"[1, 2, 3]-[1, 3, 2]-[2, 1, 3]-[2, 3, 1]",2,"['[(1, 3)]', '[(2, 3), (3, 1)]']",9.678e-05
"[1, 2, 3]-[1, 3, 2]-[2, 1, 3]-[3, 1, 2]",2,"['[(1, 3)]', '[(1, 2), (3, 1)]']",9.807e-05
"[1, 2, 3]-[1, 3, 2]-[2, 1, 3]-[3, 2, 1]",2,"['[(1, 3)]', '[(2, 1), (3, 2)]']",9.171e-05
"[1, 2, 3]-[1, 3, 2]-[2, 3, 1]-[3, 1, 2]",2,"['[(1, 2)]', '[(2, 3), (3, 1)]']",0.00010416
"[1, 2, 3]-[1, 3, 2]-[2, 3, 1]-[3, 2, 1]",2,"['[(1, 2), (1, 3)]', '[(2, 1), (3, 1)]']",9.739e-05
"[1, 2, 3]-[1, 3, 2]-[3, 1, 2]-[3, 2, 1]",2,"['[(1, 2)]', '[(2, 1), (3, 2)]']",0.00010957
"[1, 2, 3]-[2, 1, 3]-[2, 3, 1]-[3, 1, 2]",2,"['[(2, 3)]', '[(1, 2), (3, 1)]']",0.00010292
"[1, 2, 3]-[2, 1, 3]-[2, 3, 1]-[3, 2, 1]",2,"['[(2, 3)]', '[(2, 1), (3, 2)]']",0.00010301
"[1, 2, 3]-[2, 1, 3]-[3, 1, 2]-[3, 2, 1]",2,"['[(1, 3), (2, 3)]', '[(3, 1), (3, 2)]']",9.601e-05
"[1, 2, 3]-[2, 3, 1]-[3, 1, 2]-[3, 2, 1]",2,"['[(1, 2), (2, 3)]', '[(3, 1)]']",0.00012343
"[1, 3, 2]-[2, 1, 3]-[2, 3, 1]-[3, 1, 2]",2,"['[(1, 2), (3, 2)]', '[(2, 1), (2, 3)]']",0.00010067
"[1, 3, 2]-[2, 1, 3]-[2, 3, 1]-[3, 2, 1]",2,"['[(1, 3), (3, 2)]', '[(2, 1)]']",0.00011501
"[1, 3, 2]-[2, 1, 3]-[3, 1, 2]-[3, 2, 1]",2,"['[(3, 2)]', '[(1, 3), (2, 1)]']",0.00010945
"[1, 3, 2]-[2, 3, 1]-[3, 1, 2]-[3, 2, 1]",2,"['[(3, 2)]', '[(2, 3), (3, 1)]']",0.00011495
"[2, 1, 3]-[2, 3, 1]-[3, 1, 2]-[3, 2, 1]",2,"['[(2, 1)]', '[(1, 2), (3, 1)]']",0.00010682
"[1, 2, 3]-[1, 3, 2]-[2, 1, 3]-[2, 3, 1]-[3, 1, 2]",3,"['[(1, 3)]', '[(2, 3), (3, 1)]', '[(1, 2), (3, 1)]']",0.00012459
"[1, 2, 3]-[1, 3, 2]-[2, 1, 3]-[2, 3, 1]-[3, 2, 1]",2,"['[(1, 3)]', '[(2, 1), (3, 1)]']",0.00012843
"[1, 2, 3]-[1, 3, 2]-[2, 1, 3]-[3, 1, 2]-[3, 2, 1]",2,"['[(1, 3)]', '[(3, 1), (3, 2)]']",0.00013147
"[1, 2, 3]-[1, 3, 2]-[2, 3, 1]-[3, 1, 2]-[3, 2, 1]",2,"['[(1, 2)]', '[(2, 1), (3, 1)]']",0.00014561
"[1, 2, 3]-[2, 1, 3]-[2, 3, 1]-[3, 1, 2]-[3, 2, 1]",2,"['[(2, 3)]', '[(3, 1), (3, 2)]']",0.00014045
"[1, 3, 2]-[2, 1, 3]-[2, 3, 1]-[3, 1, 2]-[3, 2, 1]",2,"['[(3, 2)]', '[(2, 1), (2, 3)]']",0.00016125
"[1, 2, 3]-[1, 3, 2]-[2, 1, 3]-[2, 3, 1]-[3, 1, 2]-[3, 2, 1]",1,['[]'],0.0002674
