input,cost_algo1,output_algo1,runtime_algo1
"[3, 1, 2, 4]-[4, 3, 1, 2]",2,"['[(1, 2), (2, 4), (3, 1)]', '[(1, 2), (3, 1), (4, 3)]']",0.000201
"[3, 1, 4, 2]-[3, 4, 1, 2]",1,"['[(1, 2), (3, 1), (3, 4), (4, 2)]']",0.0003298
"[2, 1, 4, 3]-[4, 1, 2, 3]",2,"['[(1, 4), (2, 1), (4, 3)]', '[(1, 2), (2, 3), (4, 1)]']",0.0002652
"[3, 4, 2, 1]-[4, 1, 3, 2]",2,"['[(2, 1), (3, 4), (4, 2)]', '[(1, 3), (3, 2), (4, 1)]']",0.000249
"[2, 1, 4, 3]-[4, 2, 1, 3]",2,"['[(1, 4), (2, 1), (4, 3)]', '[(1, 3), (2, 1), (4, 2)]']",0.0002311
"[2, 4, 1, 3]-[3, 2, 4, 1]",2,"['[(1, 3), (2, 4), (4, 1)]', '[(2, 4), (3, 2), (4, 1)]']",0.000138
"[2, 3, 4, 1]-[3, 1, 2, 4]",2,"['[(2, 3), (3, 4), (4, 1)]', '[(1, 2), (2, 4), (3, 1)]']",0.0002022
"[2, 3, 1, 4]-[3, 2, 1, 4]",1,"['[(1, 4), (2, 1), (3, 1)]']",0.0002199
"[3, 1, 4, 2]-[4, 2, 3, 1]",2,"['[(1, 4), (3, 1), (4, 2)]', '[(2, 3), (3, 1), (4, 2)]']",0.0002031
"[2, 1, 4, 3]-[2, 4, 3, 1]",2,"['[(1, 4), (2, 1), (4, 3)]', '[(2, 4), (3, 1), (4, 3)]']",0.0002649
"[1, 2, 3, 4]-[4, 1, 2, 3]",2,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 2), (2, 3), (4, 1)]']",0.0001879
"[2, 1, 4, 3]-[3, 1, 2, 4]",2,"['[(1, 4), (2, 1), (4, 3)]', '[(1, 2), (2, 4), (3, 1)]']",0.0001807
"[2, 1, 3, 4]-[4, 3, 1, 2]",2,"['[(1, 3), (2, 1), (3, 4)]', '[(1, 2), (3, 1), (4, 3)]']",0.0001806
"[1, 4, 3, 2]-[4, 3, 2, 1]",2,"['[(1, 4), (3, 2), (4, 3)]', '[(2, 1), (3, 2), (4, 3)]']",0.0001625
"[1, 2, 4, 3]-[3, 2, 4, 1]",2,"['[(1, 2), (2, 4), (4, 3)]', '[(2, 4), (3, 2), (4, 1)]']",0.0001934
"[2, 1, 3, 4]-[4, 2, 3, 1]",2,"['[(1, 3), (2, 1), (3, 4)]', '[(2, 3), (3, 1), (4, 2)]']",0.000246
"[3, 2, 4, 1]-[4, 1, 3, 2]",2,"['[(2, 4), (3, 2), (4, 1)]', '[(1, 3), (3, 2), (4, 1)]']",0.0002534
"[1, 3, 4, 2]-[4, 3, 2, 1]",2,"['[(1, 3), (3, 4), (4, 2)]', '[(2, 1), (3, 2), (4, 3)]']",0.0001886
"[1, 4, 2, 3]-[2, 4, 3, 1]",2,"['[(1, 4), (2, 3), (4, 2)]', '[(2, 4), (3, 1), (4, 3)]']",0.0001721
"[1, 2, 4, 3]-[2, 1, 4, 3]",1,"['[(1, 4), (2, 4), (4, 3)]']",0.0001774
"[1, 4, 3, 2]-[4, 1, 2, 3]",2,"['[(1, 4), (3, 2), (4, 3)]', '[(1, 2), (2, 3), (4, 1)]']",0.0001406
"[1, 3, 2, 4]-[2, 1, 4, 3]",2,"['[(1, 3), (2, 4), (3, 2)]', '[(1, 4), (2, 1), (4, 3)]']",0.000153
"[1, 3, 4, 2]-[2, 4, 3, 1]",2,"['[(1, 3), (3, 4), (4, 2)]', '[(2, 4), (3, 1), (4, 3)]']",0.0001488
"[3, 1, 4, 2]-[4, 1, 2, 3]",2,"['[(1, 4), (3, 1), (4, 2)]', '[(1, 2), (2, 3), (4, 1)]']",0.0001316
"[1, 2, 4, 3]-[3, 4, 1, 2]",2,"['[(1, 2), (2, 4), (4, 3)]', '[(1, 2), (3, 4), (4, 1)]']",0.00018
"[2, 4, 3, 1]-[3, 4, 1, 2]",2,"['[(2, 4), (3, 1), (4, 3)]', '[(1, 2), (3, 4), (4, 1)]']",0.0003803
"[3, 1, 4, 2]-[4, 3, 2, 1]",2,"['[(1, 4), (3, 1), (4, 2)]', '[(2, 1), (3, 2), (4, 3)]']",0.0002204
"[3, 4, 2, 1]-[4, 1, 2, 3]",2,"['[(2, 1), (3, 4), (4, 2)]', '[(1, 2), (2, 3), (4, 1)]']",0.00026
"[1, 4, 3, 2]-[3, 4, 1, 2]",2,"['[(1, 4), (3, 2), (4, 3)]', '[(1, 2), (3, 4), (4, 1)]']",0.0002658
"[1, 4, 3, 2]-[2, 3, 1, 4]",2,"['[(1, 4), (3, 2), (4, 3)]', '[(1, 4), (2, 3), (3, 1)]']",0.0004068
"[4, 1, 2, 3]-[4, 1, 3, 2]",2,"['[(1, 2), (2, 3), (4, 1)]', '[(1, 3), (3, 2), (4, 1)]']",0.000176
"[1, 2, 4, 3]-[2, 1, 3, 4]",2,"['[(1, 2), (2, 4), (4, 3)]', '[(1, 3), (2, 1), (3, 4)]']",0.0002447
"[3, 1, 4, 2]-[3, 4, 2, 1]",2,"['[(1, 4), (3, 1), (4, 2)]', '[(2, 1), (3, 4), (4, 2)]']",0.0001741
"[1, 2, 4, 3]-[4, 2, 3, 1]",2,"['[(1, 2), (2, 4), (4, 3)]', '[(2, 3), (3, 1), (4, 2)]']",0.0001474
"[2, 3, 1, 4]-[2, 4, 1, 3]",2,"['[(1, 4), (2, 3), (3, 1)]', '[(1, 3), (2, 4), (4, 1)]']",0.0001793
"[1, 3, 4, 2]-[2, 4, 1, 3]",2,"['[(1, 3), (3, 4), (4, 2)]', '[(1, 3), (2, 4), (4, 1)]']",0.0001936
"[1, 2, 4, 3]-[1, 4, 3, 2]",2,"['[(1, 2), (2, 4), (4, 3)]', '[(1, 4), (3, 2), (4, 3)]']",0.000199
"[2, 1, 4, 3]-[2, 3, 4, 1]",2,"['[(1, 4), (2, 1), (4, 3)]', '[(2, 3), (3, 4), (4, 1)]']",0.0002691
"[4, 2, 1, 3]-[4, 3, 1, 2]",2,"['[(1, 3), (2, 1), (4, 2)]', '[(1, 2), (3, 1), (4, 3)]']",0.0001924
"[2, 1, 4, 3]-[3, 4, 2, 1]",2,"['[(1, 4), (2, 1), (4, 3)]', '[(2, 1), (3, 4), (4, 2)]']",0.0001893
"[2, 1, 4, 3]-[2, 4, 1, 3]",1,"['[(1, 3), (2, 1), (2, 4), (4, 3)]']",0.0002162
"[3, 2, 4, 1]-[4, 2, 3, 1]",2,"['[(2, 4), (3, 2), (4, 1)]', '[(2, 3), (3, 1), (4, 2)]']",0.0001962
"[2, 3, 4, 1]-[4, 1, 2, 3]",2,"['[(2, 3), (3, 4), (4, 1)]', '[(1, 2), (2, 3), (4, 1)]']",0.0001916
"[2, 3, 1, 4]-[4, 1, 2, 3]",2,"['[(1, 4), (2, 3), (3, 1)]', '[(1, 2), (2, 3), (4, 1)]']",0.0001214
"[1, 4, 3, 2]-[2, 1, 4, 3]",2,"['[(1, 4), (3, 2), (4, 3)]', '[(1, 4), (2, 1), (4, 3)]']",0.0002299
"[2, 4, 1, 3]-[2, 4, 3, 1]",2,"['[(1, 3), (2, 4), (4, 1)]', '[(2, 4), (3, 1), (4, 3)]']",0.0001822
"[1, 3, 2, 4]-[2, 4, 3, 1]",2,"['[(1, 3), (2, 4), (3, 2)]', '[(2, 4), (3, 1), (4, 3)]']",0.0004699
"[1, 3, 4, 2]-[4, 2, 3, 1]",2,"['[(1, 3), (3, 4), (4, 2)]', '[(2, 3), (3, 1), (4, 2)]']",0.000214
"[2, 1, 4, 3]-[3, 1, 4, 2]",2,"['[(1, 4), (2, 1), (4, 3)]', '[(1, 4), (3, 1), (4, 2)]']",0.0002216
"[3, 4, 1, 2]-[4, 2, 3, 1]",2,"['[(1, 2), (3, 4), (4, 1)]', '[(2, 3), (3, 1), (4, 2)]']",0.0002341
"[1, 4, 2, 3]-[2, 3, 4, 1]",2,"['[(1, 4), (2, 3), (4, 2)]', '[(2, 3), (3, 4), (4, 1)]']",0.0003939
"[3, 2, 1, 4]-[4, 1, 3, 2]",2,"['[(1, 4), (2, 1), (3, 2)]', '[(1, 3), (3, 2), (4, 1)]']",0.000193
"[1, 2, 3, 4]-[3, 2, 1, 4]",2,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 4), (2, 1), (3, 2)]']",0.0001269
"[1, 3, 4, 2]-[4, 2, 1, 3]",2,"['[(1, 3), (3, 4), (4, 2)]', '[(1, 3), (2, 1), (4, 2)]']",0.0001756
"[1, 4, 3, 2]-[3, 2, 1, 4]",2,"['[(1, 4), (3, 2), (4, 3)]', '[(1, 4), (2, 1), (3, 2)]']",0.0001173
"[1, 4, 2, 3]-[4, 2, 3, 1]",2,"['[(1, 4), (2, 3), (4, 2)]', '[(2, 3), (3, 1), (4, 2)]']",0.0001872
"[1, 2, 4, 3]-[2, 4, 3, 1]",2,"['[(1, 2), (2, 4), (4, 3)]', '[(2, 4), (3, 1), (4, 3)]']",0.0001177
"[1, 4, 2, 3]-[4, 2, 1, 3]",2,"['[(1, 4), (2, 3), (4, 2)]', '[(1, 3), (2, 1), (4, 2)]']",0.0001058
"[3, 4, 2, 1]-[4, 3, 1, 2]",2,"['[(2, 1), (3, 4), (4, 2)]', '[(1, 2), (3, 1), (4, 3)]']",0.0001163
"[1, 3, 2, 4]-[2, 1, 3, 4]",2,"['[(1, 3), (2, 4), (3, 2)]', '[(1, 3), (2, 1), (3, 4)]']",0.0001834
"[2, 1, 4, 3]-[4, 2, 3, 1]",2,"['[(1, 4), (2, 1), (4, 3)]', '[(2, 3), (3, 1), (4, 2)]']",0.0002299
"[3, 4, 1, 2]-[4, 2, 1, 3]",2,"['[(1, 2), (3, 4), (4, 1)]', '[(1, 3), (2, 1), (4, 2)]']",0.0001708
"[2, 1, 3, 4]-[4, 1, 2, 3]",2,"['[(1, 3), (2, 1), (3, 4)]', '[(1, 2), (2, 3), (4, 1)]']",0.0002161
"[1, 2, 3, 4]-[2, 1, 3, 4]",1,"['[(1, 3), (2, 3), (3, 4)]']",0.0001612
"[2, 3, 4, 1]-[3, 4, 2, 1]",2,"['[(2, 3), (3, 4), (4, 1)]', '[(2, 1), (3, 4), (4, 2)]']",0.0001972
"[1, 3, 2, 4]-[3, 4, 2, 1]",2,"['[(1, 3), (2, 4), (3, 2)]', '[(2, 1), (3, 4), (4, 2)]']",0.0001269
"[1, 2, 3, 4]-[4, 2, 1, 3]",2,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 3), (2, 1), (4, 2)]']",0.0001893
"[1, 2, 3, 4]-[2, 3, 4, 1]",2,"['[(1, 2), (2, 3), (3, 4)]', '[(2, 3), (3, 4), (4, 1)]']",0.0001552
"[2, 3, 1, 4]-[4, 1, 3, 2]",2,"['[(1, 4), (2, 3), (3, 1)]', '[(1, 3), (3, 2), (4, 1)]']",0.000138
"[3, 2, 4, 1]-[4, 2, 1, 3]",2,"['[(2, 4), (3, 2), (4, 1)]', '[(1, 3), (2, 1), (4, 2)]']",0.0001476
"[3, 2, 4, 1]-[3, 4, 2, 1]",1,"['[(2, 1), (3, 2), (3, 4), (4, 1)]']",0.0001282
"[3, 2, 1, 4]-[4, 2, 3, 1]",2,"['[(1, 4), (2, 1), (3, 2)]', '[(2, 3), (3, 1), (4, 2)]']",0.000141
"[1, 3, 2, 4]-[1, 4, 2, 3]",2,"['[(1, 3), (2, 4), (3, 2)]', '[(1, 4), (2, 3), (4, 2)]']",0.0001462
"[1, 4, 3, 2]-[3, 1, 4, 2]",2,"['[(1, 4), (3, 2), (4, 3)]', '[(1, 4), (3, 1), (4, 2)]']",0.0001929
"[4, 2, 1, 3]-[4, 2, 3, 1]",2,"['[(1, 3), (2, 1), (4, 2)]', '[(2, 3), (3, 1), (4, 2)]']",0.0002095
"[1, 4, 2, 3]-[4, 3, 1, 2]",2,"['[(1, 4), (2, 3), (4, 2)]', '[(1, 2), (3, 1), (4, 3)]']",0.0001134
"[1, 4, 2, 3]-[2, 1, 3, 4]",2,"['[(1, 4), (2, 3), (4, 2)]', '[(1, 3), (2, 1), (3, 4)]']",0.0001521
"[1, 4, 2, 3]-[3, 1, 2, 4]",2,"['[(1, 4), (2, 3), (4, 2)]', '[(1, 2), (2, 4), (3, 1)]']",0.0002286
"[1, 3, 4, 2]-[3, 4, 1, 2]",2,"['[(1, 3), (3, 4), (4, 2)]', '[(1, 2), (3, 4), (4, 1)]']",0.000122
"[4, 1, 2, 3]-[4, 3, 2, 1]",2,"['[(1, 2), (2, 3), (4, 1)]', '[(2, 1), (3, 2), (4, 3)]']",0.0001625
"[3, 2, 1, 4]-[3, 2, 4, 1]",2,"['[(1, 4), (2, 1), (3, 2)]', '[(2, 4), (3, 2), (4, 1)]']",0.0002291
"[1, 4, 3, 2]-[4, 2, 3, 1]",2,"['[(1, 4), (3, 2), (4, 3)]', '[(2, 3), (3, 1), (4, 2)]']",0.0001409
"[3, 2, 1, 4]-[3, 4, 1, 2]",2,"['[(1, 4), (2, 1), (3, 2)]', '[(1, 2), (3, 4), (4, 1)]']",0.0001866
"[2, 1, 4, 3]-[3, 2, 4, 1]",2,"['[(1, 4), (2, 1), (4, 3)]', '[(2, 4), (3, 2), (4, 1)]']",0.0002747
"[2, 1, 3, 4]-[3, 1, 2, 4]",2,"['[(1, 3), (2, 1), (3, 4)]', '[(1, 2), (2, 4), (3, 1)]']",0.0002364
"[2, 4, 3, 1]-[4, 2, 1, 3]",2,"['[(2, 4), (3, 1), (4, 3)]', '[(1, 3), (2, 1), (4, 2)]']",0.0002656
"[3, 1, 2, 4]-[3, 4, 2, 1]",2,"['[(1, 2), (2, 4), (3, 1)]', '[(2, 1), (3, 4), (4, 2)]']",0.0001412
"[3, 2, 4, 1]-[4, 1, 2, 3]",2,"['[(2, 4), (3, 2), (4, 1)]', '[(1, 2), (2, 3), (4, 1)]']",0.0001457
"[3, 1, 2, 4]-[3, 2, 1, 4]",1,"['[(1, 4), (2, 4), (3, 1), (3, 2)]']",0.0003009
"[3, 1, 2, 4]-[4, 1, 2, 3]",2,"['[(1, 2), (2, 4), (3, 1)]', '[(1, 2), (2, 3), (4, 1)]']",0.0002023
"[1, 3, 2, 4]-[2, 1, 3, 4]-[3, 2, 1, 4]",3,"['[(1, 3), (2, 4), (3, 2)]', '[(1, 3), (2, 1), (3, 4)]', '[(1, 4), (2, 1), (3, 2)]']",0.0001944
"[2, 3, 4, 1]-[3, 1, 4, 2]-[4, 1, 3, 2]",3,"['[(2, 3), (3, 4), (4, 1)]', '[(1, 4), (3, 1), (4, 2)]', '[(1, 3), (3, 2), (4, 1)]']",0.0002108
"[1, 2, 3, 4]-[1, 4, 2, 3]-[4, 3, 2, 1]",3,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 4), (2, 3), (4, 2)]', '[(2, 1), (3, 2), (4, 3)]']",0.0003344
"[1, 3, 4, 2]-[2, 4, 3, 1]-[3, 4, 1, 2]",3,"['[(1, 3), (3, 4), (4, 2)]', '[(2, 4), (3, 1), (4, 3)]', '[(1, 2), (3, 4), (4, 1)]']",0.0003816
"[2, 1, 4, 3]-[2, 4, 1, 3]-[3, 1, 2, 4]",2,"['[(1, 3), (2, 1), (2, 4), (4, 3)]', '[(1, 2), (2, 4), (3, 1)]']",0.0003532
"[3, 1, 4, 2]-[3, 4, 2, 1]-[4, 3, 1, 2]",3,"['[(1, 4), (3, 1), (4, 2)]', '[(2, 1), (3, 4), (4, 2)]', '[(1, 2), (3, 1), (4, 3)]']",0.0002738
"[1, 3, 4, 2]-[4, 1, 2, 3]-[4, 2, 1, 3]",2,"['[(1, 3), (3, 4), (4, 2)]', '[(1, 3), (2, 3), (4, 1), (4, 2)]']",0.0003255
"[1, 2, 3, 4]-[2, 3, 1, 4]-[3, 4, 1, 2]",3,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 4), (2, 3), (3, 1)]', '[(1, 2), (3, 4), (4, 1)]']",0.0003281
"[1, 2, 3, 4]-[3, 4, 1, 2]-[4, 1, 3, 2]",3,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 2), (3, 4), (4, 1)]', '[(1, 3), (3, 2), (4, 1)]']",0.0005035
"[1, 2, 3, 4]-[2, 4, 1, 3]-[4, 2, 3, 1]",3,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 3), (2, 4), (4, 1)]', '[(2, 3), (3, 1), (4, 2)]']",0.0004018
"[1, 3, 4, 2]-[3, 2, 1, 4]-[3, 2, 4, 1]",3,"['[(1, 3), (3, 4), (4, 2)]', '[(1, 4), (2, 1), (3, 2)]', '[(2, 4), (3, 2), (4, 1)]']",0.0003852
"[1, 4, 2, 3]-[3, 2, 4, 1]-[4, 1, 3, 2]",3,"['[(1, 4), (2, 3), (4, 2)]', '[(2, 4), (3, 2), (4, 1)]', '[(1, 3), (3, 2), (4, 1)]']",0.0004029
"[1, 3, 4, 2]-[2, 1, 3, 4]-[2, 3, 1, 4]",2,"['[(1, 3), (3, 4), (4, 2)]', '[(1, 4), (2, 1), (2, 3), (3, 4)]']",0.0003103
"[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]",2,"['[(2, 1), (3, 2), (3, 4), (4, 1)]', '[(1, 2), (3, 4), (4, 1)]']",0.0002653
"[2, 4, 3, 1]-[4, 1, 2, 3]-[4, 1, 3, 2]",3,"['[(2, 4), (3, 1), (4, 3)]', '[(1, 2), (2, 3), (4, 1)]', '[(1, 3), (3, 2), (4, 1)]']",0.0003254
"[1, 4, 3, 2]-[2, 3, 1, 4]-[4, 1, 2, 3]",3,"['[(1, 4), (3, 2), (4, 3)]', '[(1, 4), (2, 3), (3, 1)]', '[(1, 2), (2, 3), (4, 1)]']",0.0002467
"[1, 4, 3, 2]-[2, 4, 3, 1]-[3, 4, 1, 2]",3,"['[(1, 4), (3, 2), (4, 3)]', '[(2, 4), (3, 1), (4, 3)]', '[(1, 2), (3, 4), (4, 1)]']",0.0003699
"[1, 2, 4, 3]-[3, 1, 2, 4]-[4, 3, 2, 1]",3,"['[(1, 2), (2, 4), (4, 3)]', '[(1, 2), (2, 4), (3, 1)]', '[(2, 1), (3, 2), (4, 3)]']",0.0002645
"[2, 1, 4, 3]-[3, 2, 4, 1]-[4, 2, 3, 1]",3,"['[(1, 4), (2, 1), (4, 3)]', '[(2, 4), (3, 2), (4, 1)]', '[(2, 3), (3, 1), (4, 2)]']",0.0002719
"[2, 1, 3, 4]-[3, 1, 2, 4]-[3, 4, 2, 1]",3,"['[(1, 3), (2, 1), (3, 4)]', '[(1, 2), (2, 4), (3, 1)]', '[(2, 1), (3, 4), (4, 2)]']",0.000286
"[1, 4, 3, 2]-[2, 1, 4, 3]-[4, 3, 2, 1]",3,"['[(1, 4), (3, 2), (4, 3)]', '[(1, 4), (2, 1), (4, 3)]', '[(2, 1), (3, 2), (4, 3)]']",0.0002736
"[2, 3, 1, 4]-[4, 1, 3, 2]-[4, 3, 2, 1]",3,"['[(1, 4), (2, 3), (3, 1)]', '[(1, 3), (3, 2), (4, 1)]', '[(2, 1), (3, 2), (4, 3)]']",0.0002671
"[1, 4, 2, 3]-[3, 4, 2, 1]-[4, 2, 1, 3]",3,"['[(1, 4), (2, 3), (4, 2)]', '[(2, 1), (3, 4), (4, 2)]', '[(1, 3), (2, 1), (4, 2)]']",0.0002226
"[1, 2, 4, 3]-[1, 4, 3, 2]-[2, 4, 1, 3]",3,"['[(1, 2), (2, 4), (4, 3)]', '[(1, 4), (3, 2), (4, 3)]', '[(1, 3), (2, 4), (4, 1)]']",0.0002912
"[2, 3, 1, 4]-[3, 2, 4, 1]-[3, 4, 2, 1]",2,"['[(1, 4), (2, 3), (3, 1)]', '[(2, 1), (3, 2), (3, 4), (4, 1)]']",0.0002484
"[2, 3, 1, 4]-[2, 3, 4, 1]-[4, 1, 3, 2]",3,"['[(1, 4), (2, 3), (3, 1)]', '[(2, 3), (3, 4), (4, 1)]', '[(1, 3), (3, 2), (4, 1)]']",0.0002603
"[2, 1, 4, 3]-[4, 1, 3, 2]-[4, 3, 1, 2]",2,"['[(1, 4), (2, 1), (4, 3)]', '[(1, 2), (3, 2), (4, 1), (4, 3)]']",0.0002997
"[1, 2, 3, 4]-[1, 2, 4, 3]-[4, 3, 1, 2]",3,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 2), (2, 4), (4, 3)]', '[(1, 2), (3, 1), (4, 3)]']",0.0002617
"[1, 2, 3, 4]-[2, 3, 4, 1]-[4, 1, 2, 3]",3,"['[(1, 2), (2, 3), (3, 4)]', '[(2, 3), (3, 4), (4, 1)]', '[(1, 2), (2, 3), (4, 1)]']",0.0002405
"[1, 4, 2, 3]-[2, 3, 1, 4]-[3, 4, 1, 2]",3,"['[(1, 4), (2, 3), (4, 2)]', '[(1, 4), (2, 3), (3, 1)]', '[(1, 2), (3, 4), (4, 1)]']",0.000421
"[2, 4, 1, 3]-[3, 1, 2, 4]-[3, 2, 4, 1]",3,"['[(1, 3), (2, 4), (4, 1)]', '[(1, 2), (2, 4), (3, 1)]', '[(2, 4), (3, 2), (4, 1)]']",0.0003164
"[1, 2, 4, 3]-[1, 4, 3, 2]-[3, 2, 1, 4]",3,"['[(1, 2), (2, 4), (4, 3)]', '[(1, 4), (3, 2), (4, 3)]', '[(1, 4), (2, 1), (3, 2)]']",0.0006281
"[1, 3, 2, 4]-[4, 1, 3, 2]-[4, 2, 3, 1]",3,"['[(1, 3), (2, 4), (3, 2)]', '[(1, 3), (3, 2), (4, 1)]', '[(2, 3), (3, 1), (4, 2)]']",0.0003766
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 4, 3, 2]",3,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 2), (2, 4), (4, 3)]', '[(1, 4), (3, 2), (4, 3)]']",0.0003188
"[1, 2, 3, 4]-[2, 1, 4, 3]-[2, 3, 4, 1]",3,"['[(1, 2), (2, 3), (3, 4)]', '[(1, 4), (2, 1), (4, 3)]', '[(2, 3), (3, 4), (4, 1)]']",0.0003223
"[3, 2, 1, 4]-[4, 2, 1, 3]-[4, 3, 1, 2]",3,"['[(1, 4), (2, 1), (3, 2)]', '[(1, 3), (2, 1), (4, 2)]', '[(1, 2), (3, 1), (4, 3)]']",0.0002865
"[1, 4, 3, 2]-[2, 4, 3, 1]-[3, 1, 4, 2]",3,"['[(1, 4), (3, 2), (4, 3)]', '[(2, 4), (3, 1), (4, 3)]', '[(1, 4), (3, 1), (4, 2)]']",0.0003161
"[3, 4, 1, 2]-[4, 1, 2, 3]-[4, 1, 3, 2]",3,"['[(1, 2), (3, 4), (4, 1)]', '[(1, 2), (2, 3), (4, 1)]', '[(1, 3), (3, 2), (4, 1)]']",0.0002383
"[1, 3, 2, 4]-[3, 1, 2, 4]-[3, 2, 4, 1]",2,"['[(1, 2), (2, 4), (3, 2)]', '[(2, 4), (3, 2), (4, 1)]']",0.0002848
"[1, 3, 4, 2]-[3, 2, 1, 4]-[4, 3, 1, 2]",3,"['[(1, 3), (3, 4), (4, 2)]', '[(1, 4), (2, 1), (3, 2)]', '[(1, 2), (3, 1), (4, 3)]']",0.0003887
"[1, 2, 4, 3]-[1, 4, 2, 3]-[3, 4, 1, 2]",2,"['[(1, 2), (1, 4), (2, 3), (4, 3)]', '[(1, 2), (3, 4), (4, 1)]']",0.0003094
"[2, 4, 3, 1]-[3, 4, 2, 1]-[4, 2, 3, 1]",2,"['[(2, 3), (3, 1), (4, 3)]', '[(2, 1), (3, 4), (4, 2)]']",0.0003583
"[1, 3, 2, 4]-[3, 4, 1, 2]-[4, 2, 1, 3]",3,"['[(1, 3), (2, 4), (3, 2)]', '[(1, 2), (3, 4), (4, 1)]', '[(1, 3), (2, 1), (4, 2)]']",0.0002586
